id,experiences_offered,host_name,host_since,host_location,host_response_time,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,zipcode,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,host_response_rate_binned,host_verification_binned,perceived_quality
13692002,none,Damian,2016-01-31,inlondon,within an hour,f,t,f,Wandsworth,SW15,f,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,40.0,100.0,30.0,1,10.0,1,13,yesterday,25,55,85,357,28,2016-07-08,2017-02-26,9.0,9.0,10.0,10.0,9.0,9.0,f,moderate,f,f,24,3.49,Very Good,LowerThan4,Bad
13691977,none,Damian,2016-01-31,inlondon,within an hour,f,t,f,Wandsworth,SW15,f,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,29.0,100.0,30.0,1,10.0,1,13,3 weeks ago,17,47,77,352,28,2016-07-12,2017-03-03,9.0,9.0,9.0,9.0,9.0,9.0,f,flexible,f,f,24,3.54,Very Good,LowerThan4,Bad
13691891,none,Damian,2016-01-31,inlondon,within an hour,f,t,f,Wandsworth,SW15,f,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,40.0,100.0,30.0,1,10.0,1,13,2 weeks ago,21,51,81,356,31,2016-07-10,2017-02-26,9.0,9.0,10.0,9.0,9.0,9.0,f,moderate,f,f,24,3.89,Very Good,LowerThan4,Bad
13691856,none,Damian,2016-01-31,inlondon,within an hour,f,t,f,Wandsworth,SW15,f,Apartment,Private room,1,2.0,1.0,1.0,Real Bed,30.0,100.0,30.0,1,10.0,1,13,yesterday,13,43,73,348,27,2016-07-17,2017-03-01,10.0,10.0,9.0,10.0,9.0,10.0,f,flexible,f,f,24,3.49,Very Good,LowerThan4,Good
14085703,none,Massimo,2015-05-05,inlondon,within an hour,f,t,t,Wandsworth,SW11,t,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,132.0,158.0,56.0,1,17.0,3,1125,2 days ago,17,20,20,82,9,2016-07-26,2017-02-04,10.0,10.0,10.0,10.0,10.0,9.0,f,flexible,f,f,7,1.21,Very Good,MoreThan4,Bad
13691609,none,Damian,2016-01-31,inlondon,within an hour,f,t,f,Wandsworth,SW15,f,Apartment,Private room,1,2.0,1.0,1.0,Real Bed,30.0,100.0,30.0,1,10.0,1,13,2 weeks ago,22,52,82,357,23,2016-07-21,2017-02-22,10.0,10.0,9.0,9.0,9.0,9.0,f,flexible,f,f,24,3.03,Very Good,LowerThan4,Good
1328814,family,Tania Rose (TR),2011-10-24,inlondon,within an hour,f,t,f,Wandsworth,SW11,t,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,143.0,500.0,120.0,4,30.0,3,1125,today,27,48,61,298,82,2013-07-22,2017-02-28,9.0,9.0,10.0,10.0,9.0,9.0,f,strict,f,f,1,1.86,Very Good,Equals4,Good
5715163,none,Gill,2015-02-08,inlondon,within a few hours,f,t,t,Wandsworth,SW11,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,110.0,150.0,30.0,2,10.0,1,1125,1 week ago,0,10,20,21,4,2015-08-07,2016-11-30,10.0,10.0,9.0,10.0,10.0,9.0,f,moderate,f,f,1,0.21,Very Good,Equals4,Good
14739190,none,Laura Jane,2016-08-25,inlondon,within an hour,f,t,f,Wandsworth,SW11,f,House,Private room,2,1.0,1.0,1.0,Real Bed,40.0,100.0,17.0,1,20.0,1,1125,4 weeks ago,7,37,64,334,25,2016-09-29,2017-02-06,10.0,10.0,9.0,10.0,10.0,9.0,t,strict,f,f,1,4.75,Very Good,LowerThan4,Good
14214593,none,Rosana,2015-08-22,inlondon,within an hour,f,t,t,Wandsworth,SW11,t,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,125.0,150.0,70.0,2,0.0,3,30,2 days ago,21,28,58,300,9,2016-08-13,2017-02-20,10.0,9.0,10.0,10.0,10.0,10.0,f,strict,f,f,3,1.32,Very Good,MoreThan4,Bad
17005261,none,Heart Of London,2014-12-05,inlondon,within an hour,f,t,f,Wandsworth,SW11,f,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,39.0,80.0,20.0,1,12.0,1,1125,5 days ago,6,24,45,102,5,2017-02-03,2017-02-23,10.0,10.0,9.0,10.0,9.0,10.0,t,strict,f,f,6,5.0,Very Good,LowerThan4,Good
13164523,none,Nick,2016-05-23,inlondon,within an hour,t,t,t,Wandsworth,SW11,t,House,Private room,3,1.0,1.0,1.0,Real Bed,50.0,250.0,20.0,1,25.0,2,14,2 days ago,17,28,51,105,22,2016-06-28,2017-02-22,10.0,10.0,10.0,10.0,9.0,10.0,f,strict,f,f,1,2.63,Very Good,MoreThan4,Good
12635873,none,Federica,2014-08-11,inlondon,within an hour,f,t,f,Wandsworth,SW12,f,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,95.0,200.0,30.0,2,15.0,2,1125,4 days ago,11,23,27,28,17,2016-05-11,2017-03-02,9.0,10.0,10.0,9.0,10.0,9.0,t,moderate,f,f,1,1.71,Very Good,LowerThan4,Bad
577319,business,Carolyn,2012-03-22,inlondon,within an hour,t,t,t,Wandsworth,SW18,t,House,Private room,1,1.5,1.0,1.0,Real Bed,35.0,150.0,10.0,1,15.0,1,1125,3 days ago,29,54,84,356,107,2012-08-21,2017-02-05,9.0,9.0,10.0,10.0,9.0,10.0,f,moderate,f,t,3,1.94,Very Good,Equals4,Good
425143,none,Cagdas,2012-03-26,inlondon,within a few hours,t,t,t,Wandsworth,SW8,t,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,110.0,250.0,30.0,3,30.0,3,1125,3 months ago,0,0,0,0,33,2012-07-03,2016-12-31,10.0,9.0,10.0,10.0,10.0,9.0,f,strict,f,f,1,0.58,Very Good,MoreThan4,Good
14164478,none,Jenny,2016-07-24,inlondon,within an hour,f,t,t,Wandsworth,SW15,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,100.0,200.0,30.0,2,10.0,2,14,a week ago,3,17,29,92,9,2016-08-28,2017-01-01,10.0,10.0,10.0,10.0,10.0,9.0,f,strict,f,f,1,1.43,Very Good,MoreThan4,Good
6998268,none,Samantha,2012-10-22,inlondon,within a day,f,t,t,Wandsworth,SW18,f,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,95.0,450.0,35.0,2,35.0,1,1125,3 days ago,0,0,9,11,4,2015-07-04,2017-02-19,10.0,8.0,9.0,10.0,10.0,7.0,f,moderate,f,f,1,0.2,Medium,MoreThan4,Bad
12635576,none,Nash,2016-03-09,inlondon,within an hour,f,t,t,Wandsworth,SW11,t,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,85.0,100.0,26.0,2,10.0,3,1125,yesterday,0,0,0,62,28,2016-05-16,2017-02-22,9.0,9.0,10.0,10.0,9.0,9.0,f,strict,f,f,1,2.87,Good,MoreThan4,Bad
10669247,none,Madison Hill,2016-01-11,inlondon,within an hour,f,t,t,Wandsworth,SW12,t,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,145.0,600.0,120.0,1,0.0,3,1125,today,21,51,81,352,5,2016-04-07,2016-09-09,10.0,10.0,10.0,10.0,9.0,10.0,t,strict,f,f,16,0.45,Good,Equals4,Bad
9880916,none,Boonyong,2014-08-19,notinlondon,within a few hours,f,t,t,Wandsworth,SW8,f,Apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,159.0,500.0,95.0,1,18.0,6,60,2 weeks ago,14,28,58,142,9,2016-06-02,2017-02-25,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,1,0.98,Very Good,Equals4,Good
11585185,none,Beth,2016-03-02,notinlondon,within an hour,f,t,f,Wandsworth,SW11,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,85.0,149.0,45.0,1,0.0,3,1125,today,0,9,16,16,13,2016-03-13,2017-01-02,10.0,10.0,10.0,10.0,8.0,9.0,t,moderate,f,f,1,1.09,Very Good,LowerThan4,Good
8699234,none,Matias,2011-09-25,inlondon,within a few hours,f,t,t,Wandsworth,SW11,f,House,Private room,2,1.0,1.0,1.0,Futon,60.0,250.0,15.0,1,0.0,1,1125,3 weeks ago,0,0,1,276,7,2015-10-18,2016-06-15,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,f,f,1,0.42,Very Good,MoreThan4,Good
5684501,none,Tom,2015-03-16,inlondon,within an hour,f,t,f,Wandsworth,SW11,f,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,110.0,250.0,25.0,4,60.0,4,60,a week ago,3,4,9,9,21,2015-05-30,2017-02-16,10.0,10.0,10.0,10.0,9.0,10.0,f,strict,f,f,1,0.98,Very Good,LowerThan4,Good
13025288,none,Ben,2012-12-15,inlondon,within an hour,t,t,t,Wandsworth,SW15,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,125.0,200.0,40.0,1,0.0,2,1125,a week ago,11,19,33,57,22,2016-06-16,2017-02-17,10.0,10.0,10.0,10.0,10.0,10.0,t,moderate,f,f,1,2.52,Very Good,MoreThan4,Good
7173464,none,Caroline,2015-03-30,notinlondon,within a day,f,t,f,Wandsworth,SW15,t,House,Entire home/apt,5,2.0,3.0,5.0,Real Bed,120.0,600.0,60.0,4,0.0,2,1125,2 months ago,0,0,0,0,9,2015-08-01,2016-12-27,10.0,9.0,10.0,10.0,10.0,9.0,f,strict,f,f,1,0.46,Very Good,LowerThan4,Good
13023817,none,Tricia,2014-05-12,inlondon,within a few hours,t,t,t,Wandsworth,SW11,t,Apartment,Entire home/apt,6,3.0,3.0,3.0,Real Bed,250.0,200.0,60.0,6,0.0,2,28,yesterday,0,0,0,43,17,2016-06-20,2017-02-05,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,1,1.98,Very Good,MoreThan4,Good
5422028,business,V,2015-02-21,inlondon,within an hour,t,t,t,Wandsworth,SW11,t,Bed & Breakfast,Private room,1,1.0,1.0,1.0,Real Bed,51.0,300.0,20.0,1,0.0,1,8,5 days ago,23,53,83,83,87,2015-04-21,2017-02-26,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,1,3.82,Very Good,MoreThan4,Good
13415828,none,Aimee,2015-12-23,inlondon,within a day,f,t,t,Wandsworth,SW17,f,House,Private room,2,1.0,1.0,1.0,Real Bed,34.0,100.0,12.0,1,7.0,1,1125,2 days ago,20,50,80,170,5,2016-11-12,2017-01-11,8.0,10.0,10.0,10.0,9.0,8.0,f,moderate,f,f,1,1.33,Very Good,MoreThan4,Bad
9075379,none,Alison,2015-10-24,notinlondon,within a few hours,f,t,t,Wandsworth,SW17,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,52.0,200.0,20.0,1,0.0,1,1125,3 days ago,0,2,6,6,8,2016-01-02,2017-01-02,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,1,0.56,Very Good,Equals4,Good
8789500,none,Kate,2012-06-05,inlondon,within an hour,t,t,f,Wandsworth,SW17,f,House,Private room,2,1.0,1.0,1.0,Real Bed,50.0,200.0,10.0,1,10.0,2,1125,2 weeks ago,16,31,61,336,11,2016-05-12,2017-01-30,10.0,10.0,10.0,10.0,9.0,10.0,f,flexible,f,f,1,1.11,Very Good,LowerThan4,Good
16821791,none,Anamika,2017-01-17,notinlondon,within an hour,f,t,f,Wandsworth,SW11,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,90.0,81.0,15.0,1,0.0,2,20,4 days ago,3,3,3,42,6,2017-02-05,2017-02-27,9.0,9.0,10.0,10.0,9.0,10.0,f,moderate,f,f,1,6.0,Very Good,LowerThan4,Good
6801173,none,David,2015-06-11,inlondon,within a few hours,t,t,t,Wandsworth,SW17,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,95.0,200.0,40.0,1,0.0,3,1125,2 weeks ago,13,30,60,60,28,2015-07-07,2016-12-16,9.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,1,1.38,Very Good,Equals4,Good
13806688,none,Jon,2014-10-01,inlondon,within an hour,f,t,t,Wandsworth,SW8,t,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,91.0,85.0,73.0,3,15.0,2,1125,yesterday,7,17,29,29,14,2016-07-27,2017-02-27,10.0,10.0,9.0,10.0,9.0,9.0,f,moderate,f,f,1,1.9,Very Good,MoreThan4,Good
12363636,none,Ryan,2012-09-20,inlondon,within an hour,t,t,t,Wandsworth,SW18,f,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,175.0,300.0,65.0,1,0.0,2,1125,yesterday,28,36,36,210,13,2016-09-19,2017-02-17,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,f,f,1,2.34,Very Good,MoreThan4,Good
8250924,none,Nick,2014-04-16,inlondon,within a few hours,f,t,t,Wandsworth,SW115BF,f,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,135.0,250.0,20.0,1,0.0,1,7,a week ago,3,11,20,39,7,2016-01-02,2016-12-30,10.0,10.0,10.0,9.0,9.0,9.0,f,strict,f,f,1,0.49,Medium,Equals4,Good
11702717,none,Pascale,2014-08-29,inlondon,within a few hours,f,t,t,Wandsworth,SW11,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,70.0,100.0,25.0,1,0.0,2,1125,a week ago,2,11,11,11,5,2016-04-11,2016-09-04,8.0,9.0,10.0,10.0,10.0,9.0,f,strict,f,f,1,0.46,Very Good,MoreThan4,Good
15508021,none,Mario,2016-10-14,notinlondon,within an hour,f,t,f,Wandsworth,SW8,t,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,60.0,82.0,5.0,2,15.0,2,1125,2 days ago,14,32,34,34,47,2016-10-22,2017-03-01,10.0,10.0,10.0,10.0,10.0,10.0,t,strict,f,f,3,10.52,Very Good,LowerThan4,Good
9346403,none,Rory,2015-11-08,inlondon,within an hour,f,t,t,Wandsworth,SW11,f,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,87.0,100.0,40.0,4,0.0,5,30,3 months ago,0,0,0,0,5,2016-01-07,2016-10-30,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,1,0.35,Very Good,Equals4,Good
10919075,none,Tom,2015-05-21,inlondon,within a few hours,f,t,t,Wandsworth,SW11,t,Apartment,Entire home/apt,6,2.0,3.0,4.0,Real Bed,210.0,495.0,145.0,1,0.0,3,1125,today,0,0,0,0,4,2016-07-04,2016-07-30,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,711,0.49,Good,Equals4,Good
3015913,none,Rebekah,2014-05-11,inlondon,within a few hours,f,t,f,Wandsworth,SW17,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,104.0,400.0,35.0,1,0.0,1,10,4 weeks ago,21,41,41,222,117,2014-05-28,2017-02-05,10.0,10.0,10.0,10.0,9.0,9.0,f,moderate,f,f,1,3.47,Good,LowerThan4,Good
4493697,none,Almudena,2011-10-27,inlondon,within an hour,f,t,t,Wandsworth,SW11,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,38.0,90.0,40.0,2,60.0,1,1125,today,16,42,72,72,86,2014-11-10,2017-03-03,9.0,9.0,9.0,10.0,9.0,9.0,f,strict,f,f,1,3.05,Very Good,Equals4,Bad
12750168,none,Madison Hill,2016-01-11,inlondon,within an hour,f,t,t,Wandsworth,SW12,t,Apartment,Entire home/apt,6,1.0,2.0,6.0,Real Bed,218.0,500.0,96.0,1,0.0,3,1125,today,24,46,76,345,5,2016-05-06,2016-09-27,10.0,10.0,10.0,10.0,10.0,9.0,t,strict,f,f,16,0.5,Good,Equals4,Bad
13406205,none,Kimberley,2014-09-10,inlondon,within an hour,t,t,f,Wandsworth,SW11,f,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,48.0,250.0,10.0,1,10.0,2,1125,a week ago,23,51,81,171,15,2016-09-05,2017-02-04,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,1,2.49,Very Good,LowerThan4,Good
13404442,none,Tissa,2015-07-01,inlondon,within an hour,f,t,t,Wandsworth,SW8,f,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,115.0,300.0,20.0,2,20.0,1,1125,2 weeks ago,24,43,73,144,25,2016-06-25,2017-02-12,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,f,f,1,2.96,Very Good,Equals4,Good
16155492,none,Richie,2014-07-11,inlondon,within an hour,f,t,t,Wandsworth,SW17,f,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,90.0,200.0,17.0,2,20.0,2,7,6 weeks ago,0,30,60,60,4,2016-12-06,2017-01-13,9.0,10.0,10.0,10.0,10.0,9.0,t,moderate,f,f,1,1.35,Very Good,Equals4,Bad
10650940,none,Madison Hill,2016-01-11,inlondon,within an hour,f,t,t,Wandsworth,SW18,f,Apartment,Entire home/apt,6,2.0,3.0,4.0,Real Bed,250.0,1.0,150.0,1,0.0,3,1125,yesterday,0,0,0,167,16,2016-01-31,2017-02-12,10.0,10.0,10.0,10.0,10.0,10.0,t,strict,f,f,16,1.2,Good,Equals4,Good
11958992,none,Chris,2015-06-08,inlondon,within a few hours,t,t,t,Wandsworth,SW18,f,House,Entire home/apt,6,1.5,2.0,3.0,Real Bed,112.0,200.0,30.0,2,10.0,1,1125,2 days ago,0,0,0,62,43,2016-04-24,2017-02-26,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,f,f,1,4.1,Very Good,Equals4,Good
13658500,none,Chas,2016-05-05,inlondon,within an hour,f,t,t,Wandsworth,SW11,t,Apartment,Entire home/apt,6,1.5,3.0,3.0,Real Bed,95.0,150.0,50.0,1,0.0,2,29,2 months ago,0,0,0,0,10,2016-08-01,2016-09-30,9.0,10.0,10.0,10.0,9.0,9.0,f,moderate,f,f,3,1.39,Very Good,MoreThan4,Good
11268148,none,Harriet,2015-03-23,inlondon,within an hour,f,t,t,Wandsworth,SW11,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,79.0,200.0,40.0,1,0.0,3,1125,2 days ago,0,0,12,27,6,2016-06-01,2017-01-02,10.0,10.0,10.0,10.0,9.0,10.0,f,strict,f,f,1,0.65,Very Good,MoreThan4,Good
13268180,none,Mike,2012-08-02,inlondon,within a day,t,t,t,Wandsworth,SW11,f,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,120.0,13.0,1,8.0,1,1125,7 weeks ago,29,59,83,173,3,2016-09-16,2016-12-11,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,2,0.53,Medium,Equals4,Good
2518024,family,Laura,2014-03-07,inlondon,within a few hours,t,t,t,Wandsworth,SW15,f,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,99.0,200.0,40.0,2,10.0,3,1125,2 weeks ago,0,0,0,62,106,2014-04-11,2017-02-24,10.0,10.0,10.0,10.0,10.0,10.0,t,strict,f,f,1,3.0,Good,Equals4,Good
9071578,none,Robin,2014-05-12,inlondon,within a few hours,f,t,t,Wandsworth,SW11,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,120.0,350.0,60.0,2,10.0,4,1125,yesterday,29,50,63,303,11,2016-01-02,2017-02-14,10.0,9.0,10.0,10.0,9.0,9.0,f,strict,f,f,29,0.77,Good,Equals4,Bad
15077829,none,Alison,2015-12-31,inlondon,within an hour,f,t,f,Wandsworth,SW11,t,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,115.0,400.0,55.0,1,0.0,3,15,today,0,0,0,62,10,2016-09-26,2017-02-22,10.0,10.0,9.0,10.0,9.0,9.0,t,moderate,f,f,1,1.88,Very Good,Equals4,Good
13395607,none,Karen,2015-04-11,inlondon,within a day,f,t,t,Wandsworth,SW8,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,120.0,250.0,50.0,1,0.0,2,1125,4 days ago,28,48,62,310,14,2016-06-16,2017-01-01,10.0,9.0,10.0,9.0,9.0,9.0,f,strict,f,f,7,1.6,Good,MoreThan4,Bad
8284263,none,Cemil,2015-09-08,inlondon,within a few hours,f,t,t,Wandsworth,SW8,t,Apartment,Entire home/apt,3,2.0,1.0,1.0,Real Bed,110.0,200.0,10.0,1,0.0,3,1125,today,23,46,65,154,17,2015-10-18,2017-02-18,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,1,1.01,Very Good,Equals4,Good
15884349,none,Mario,2016-10-14,notinlondon,within an hour,f,t,f,Wandsworth,SW8,t,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,50.0,82.0,5.0,2,15.0,2,1125,yesterday,9,15,17,17,44,2016-11-11,2017-03-03,10.0,10.0,10.0,10.0,10.0,10.0,t,strict,f,f,3,11.58,Very Good,LowerThan4,Good
4743225,none,Masherie,2011-01-20,inlondon,within a day,f,t,t,Wandsworth,SW8,t,House,Private room,1,1.0,1.0,1.0,Real Bed,35.0,100.0,20.0,1,15.0,1,1125,4 months ago,2,32,59,329,4,2015-06-27,2016-07-17,9.0,8.0,9.0,8.0,10.0,8.0,f,strict,f,f,2,0.19,Bad,Equals4,Bad
12869513,none,Carl,2014-03-31,inlondon,within an hour,t,t,t,Wandsworth,SW17,t,Apartment,Entire home/apt,6,1.5,2.0,2.0,Real Bed,110.0,400.0,20.0,4,35.0,1,1125,3 weeks ago,0,0,4,15,9,2016-05-31,2016-12-30,10.0,10.0,10.0,10.0,10.0,10.0,f,flexible,f,f,2,0.97,Very Good,MoreThan4,Good
24328,family,Joe,2009-09-28,notinlondon,within a few hours,f,t,t,Wandsworth,SW11,t,House,Entire home/apt,6,1.5,2.0,3.0,Real Bed,200.0,250.0,70.0,4,10.0,2,90,a week ago,0,0,0,162,92,2010-11-15,2016-09-07,10.0,10.0,10.0,10.0,9.0,9.0,f,strict,t,t,1,1.2,Good,Equals4,Good
9723161,none,Ali,2015-05-09,inlondon,within an hour,f,t,t,Wandsworth,SW19,t,House,Private room,2,1.0,1.0,2.0,Real Bed,40.0,300.0,10.0,1,20.0,2,1125,5 days ago,21,47,77,335,4,2016-02-13,2016-12-12,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,4,0.31,Good,MoreThan4,Good
15882615,none,Stefania,2015-02-10,notinlondon,within an hour,f,t,f,Wandsworth,SW12,t,House,Entire home/apt,9,3.0,4.0,7.0,Real Bed,250.0,200.0,50.0,1,0.0,4,15,5 days ago,0,4,4,40,3,2016-11-09,2017-01-02,8.0,6.0,9.0,10.0,9.0,8.0,t,strict,f,f,1,0.78,Very Good,LowerThan4,Bad
5333550,none,Kieron,2015-02-11,inlondon,within a few hours,f,t,f,Wandsworth,SW18,f,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,152.0,300.0,35.0,1,0.0,13,31,3 days ago,0,0,0,0,7,2015-05-02,2016-08-09,10.0,9.0,10.0,10.0,10.0,9.0,t,moderate,f,f,1,0.31,Very Good,LowerThan4,Good
13181465,none,Irina,2016-05-24,inlondon,within an hour,f,t,t,Wandsworth,SW12,f,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,72.0,200.0,30.0,2,10.0,2,1125,yesterday,0,0,0,62,19,2016-07-09,2017-02-28,9.0,9.0,10.0,10.0,9.0,9.0,t,strict,f,f,3,2.38,Good,MoreThan4,Bad
11144215,none,Lisa,2016-02-08,inlondon,within an hour,t,t,t,Wandsworth,SW17,f,Apartment,Private room,2,2.0,1.0,3.0,Real Bed,35.0,100.0,8.0,1,15.0,1,1125,2 weeks ago,27,57,87,87,31,2016-02-22,2017-01-06,10.0,10.0,10.0,10.0,9.0,9.0,f,moderate,f,f,1,2.47,Very Good,Equals4,Good
15351944,none,Ben,2015-07-29,inlondon,within a day,f,t,t,Wandsworth,SW15,f,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,101.0,250.0,45.0,1,0.0,1,1125,yesterday,19,24,24,142,8,2016-10-25,2017-02-19,10.0,10.0,10.0,10.0,10.0,10.0,f,moderate,f,f,1,1.83,Medium,MoreThan4,Good
6175610,none,Rosy,2012-12-10,inlondon,within an hour,f,t,f,Wandsworth,SW18,f,Apartment,Private room,2,2.0,2.0,2.0,Real Bed,70.0,200.0,30.0,1,10.0,1,1125,yesterday,0,15,45,320,4,2015-07-01,2016-04-22,10.0,7.0,9.0,10.0,7.0,8.0,t,strict,f,f,1,0.2,Very Good,LowerThan4,Bad
8927971,none,Ed & Katy,2014-08-21,notinlondon,within a few hours,f,t,t,Wandsworth,SW17,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,105.0,250.0,40.0,1,0.0,5,1125,5 days ago,29,57,57,87,4,2016-05-06,2017-01-24,10.0,10.0,10.0,10.0,10.0,9.0,f,strict,f,f,1,0.4,Very Good,Equals4,Good
3160433,none,Nathalie,2013-12-29,inlondon,within a few hours,f,t,t,Wandsworth,SW18,t,House,Private room,1,1.0,1.0,1.0,Real Bed,37.0,220.0,35.0,1,10.0,1,28,2 days ago,29,59,89,364,9,2014-09-13,2017-01-28,10.0,10.0,10.0,10.0,9.0,10.0,f,moderate,f,f,2,0.3,Very Good,Equals4,Good
1487795,family,Sophie,2013-08-05,notinlondon,within a day,f,t,t,Wandsworth,SW11,f,House,Entire home/apt,14,3.0,7.0,9.0,Real Bed,400.0,300.0,50.0,5,25.0,2,1125,today,0,2,2,216,41,2013-10-14,2016-12-27,9.0,10.0,10.0,10.0,9.0,9.0,f,moderate,f,f,1,0.99,Medium,MoreThan4,Good
5256123,none,Amin,2012-01-27,inlondon,within a few hours,t,t,t,Wandsworth,SW8,t,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,249.0,450.0,50.0,4,30.0,3,1125,4 days ago,22,52,82,357,19,2016-02-27,2017-01-25,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,1,1.53,Very Good,Equals4,Good
11286294,none,Gwen,2013-02-26,inlondon,within a day,f,t,f,Wandsworth,SW11,f,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,106.0,150.0,10.0,1,0.0,1,1125,4 days ago,3,9,9,26,4,2016-05-13,2016-10-31,10.0,10.0,10.0,10.0,10.0,10.0,f,strict,f,f,1,0.41,Bad,Equals4,Good
4470533,none,Piers,2014-04-05,inlondon,within a few hours,f,t,t,Wandsworth,SW11,t,Bed & Breakfast,Private room,2,2.0,1.0,1.0,Real Bed,64.0,599.0,25.0,1,29.0,3,300,3 weeks ago,0,3,6,266,12,2015-05-31,2016-08-19,10.0,10.0,10.0,10.0,9.0,9.0,f,strict,f,f,5,0.56,Good,Equals4,Bad
11296223,none,Maryam,2016-02-16,notinlondon,within a few hours,f,t,t,Wandsworth,SW8,t,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,129.0,200.0,30.0,2,30.0,3,1125,yesterday,20,50,80,355,15,2016-02-24,2016-12-17,10.0,10.0,10.0,10.0,9.0,9.0,f,strict,f,f,1,1.2,Good,MoreThan4,Bad
13382864,none,Rachel,2014-08-20,inlondon,within a few hours,f,t,t,Wandsworth,SW19,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,70.0,100.0,50.0,1,0.0,3,31,today,29,43,64,137,14,2016-07-10,2017-01-21,10.0,9.0,9.0,10.0,10.0,9.0,f,moderate,f,f,1,1.76,Very Good,Equals4,Bad
